Config,m_SS1,m_SS2,m_arrivi,q_prob_U1,p_feedback,sojournTimeU1_vec:vector_Stima_Minimo_05perc,sojournTimeU1_vec:vector_Stima_Massimo_95perc,sojournTimeU2_vec:vector_Stima_Minimo_05perc,sojournTimeU2_vec:vector_Stima_Massimo_95perc
Config1,3.0,4.0,4.0,0.4,0.8,4.675572455021765,20871.78129728667,27978.20835991408,62760.037253823466
Config1,3.0,4.0,4.0,0.4,0.9,4.868283429558327,48248.66706312343,28494.90702001305,63368.96899425675
Config1,3.0,4.0,4.0,0.6,0.6,3.073554784450667,106.4704811093609,14966.889547686893,49128.79047809802
Config1,3.0,4.0,4.0,0.6,0.8,9.224574771458615,38866.343525388496,36825.85086290109,64743.59061532203
Config1,3.0,4.0,4.0,0.6,0.9,9.247988936311783,51035.409006480244,36958.7541280551,66137.75208373067
Config1,3.0,4.0,4.0,0.8,0.6,197.79877435577652,2151.1662714335316,51662.998958084114,63546.98108795268
Config1,3.0,4.0,4.0,0.8,0.8,2722.3450565392627,46186.98944896167,,
Config1,3.0,4.0,4.0,0.8,0.9,2789.4835986960893,53109.08857751363,,
Config1,3.0,4.0,5.0,0.4,0.6,2.507058974036226,55.56317111376621,3755.8336978248085,23591.531425405847
Config1,3.0,4.0,5.0,0.4,0.8,4.323175268052683,1518.8795903245273,22295.90527288048,59780.417814462024
Config1,3.0,4.0,5.0,0.4,0.9,4.775158528604398,44978.619318314,24466.51235829149,62519.20947906887
Config1,3.0,4.0,5.0,0.6,0.6,2.7061755573820605,74.83589029946533,4070.441889422423,24941.960036882596
Config1,3.0,4.0,5.0,0.6,0.8,5.085536468329051,31521.69527941123,25760.163922868243,61423.39692781171
Config1,3.0,4.0,5.0,0.6,0.9,5.365436645898615,49830.490605735155,26811.78326878237,63163.79232186152
Config1,3.0,4.0,5.0,0.8,0.6,3.28256402521107,129.11405287439945,4521.69385490887,26838.76355889709
Config1,3.0,4.0,5.0,0.8,0.8,24.53561764933915,40655.41727891524,39741.87920003733,63686.498332659234
Config1,3.0,4.0,5.0,0.8,0.9,33.92702666651547,51423.34870018604,41541.85237262107,64096.27022233741
Config1,3.0,4.0,6.0,0.4,0.6,2.3395947264753185,51.23296350931898,9.146104905569345,688.287671583415
