Config,m_SS1,m_SS2,m_arrivi,q_prob_U1,p_feedback,sojournTimeU1_vec:vector_P(T > 2.0s),sojournTimeU1_vec:vector_P(T > 3.0s),sojournTimeU1_vec:vector_P(T > 4.0s),sojournTimeU2_vec:vector_P(T > 2.0s),sojournTimeU2_vec:vector_P(T > 3.0s),sojournTimeU2_vec:vector_P(T > 4.0s)
Config1,3.0,3.0,4.0,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0
Config1,3.0,3.0,5.0,0.4,0.6,0.9845162066566412,0.8891115366738096,0.7767867430030208,1.0,1.0,1.0
Config1,3.0,3.0,5.0,0.4,0.8,0.9970580583554458,0.9794607842416962,0.953224469847466,1.0,1.0,1.0
Config1,3.0,3.0,5.0,0.4,0.9,0.9973207583813459,0.9830085390547254,0.9595459743935012,1.0,1.0,1.0
Config1,3.0,3.0,5.0,0.6,0.6,0.9884349801298166,0.9231972021834612,0.8369023585410373,1.0,1.0,1.0
Config1,3.0,3.0,5.0,0.6,0.8,0.9982230533214641,0.9861757557168155,0.9660543462773677,1.0,1.0,1.0
Config1,3.0,3.0,5.0,0.6,0.9,0.9982109027926114,0.9855393001879225,0.966319701350077,1.0,1.0,1.0
Config1,3.0,3.0,5.0,0.8,0.6,0.9941507862885277,0.9576417777720363,0.9057611708811156,1.0,1.0,1.0
Config1,3.0,3.0,5.0,0.8,0.8,0.9996816362287269,0.997404289795479,0.992621531135623,1.0,1.0,1.0
Config1,3.0,3.0,5.0,0.8,0.9,0.9995279471439489,0.9966462052526749,0.9930849410391873,1.0,1.0,1.0
Config1,3.0,3.0,6.0,0.4,0.6,0.9729688002451308,0.8696015467455182,0.7571671717937561,0.992423051621433,0.981520632364569,0.9682101725088544
Config1,3.0,3.0,6.0,0.4,0.8,0.9949770945192753,0.9668857491048506,0.9252303289471139,1.0,1.0,1.0
Config1,3.0,3.0,6.0,0.4,0.9,0.9959464743685857,0.9797998912863083,0.9559682249739236,1.0,1.0,1.0
Config1,3.0,3.0,6.0,0.6,0.6,0.9682160278047132,0.8769844011581979,0.7887005175031774,0.9816557382297084,0.9619586119224653,0.9335254428417974
Config1,3.0,3.0,6.0,0.6,0.8,0.9969292917851877,0.9831287906566839,0.9623357546724826,1.0,1.0,1.0
Config1,3.0,3.0,6.0,0.6,0.9,0.9973545528101925,0.9814177024894525,0.9598546997492972,1.0,1.0,1.0
Config1,3.0,3.0,6.0,0.8,0.6,0.9641762512959512,0.8863022957034519,0.8175224301354881,0.9775897115030471,0.9502928535542545,0.9157357942723641
Config1,3.0,3.0,6.0,0.8,0.8,0.9986059496334833,0.9897832896593257,0.9755029984058302,1.0,1.0,1.0
Config1,3.0,3.0,6.0,0.8,0.9,0.9981677308918014,0.988238430480318,0.9721419690171273,1.0,1.0,1.0
Config1,3.0,4.0,4.0,0.4,0.6,0.986474906094095,0.9041567073823091,0.8028752519260143,1.0,1.0,1.0
Config1,3.0,4.0,4.0,0.4,0.8,0.9968284550780198,0.9814888766823207,0.9588155834404823,1.0,1.0,1.0
Config1,3.0,4.0,4.0,0.4,0.9,0.9981194294215889,0.9838724652529486,0.9619225091640694,1.0,1.0,1.0
Config1,3.0,4.0,4.0,0.6,0.6,0.9929904198782963,0.948304478824109,0.8870191652049003,1.0,1.0,1.0
Config1,3.0,4.0,4.0,0.6,0.8,0.9991258437446467,0.9945046730943556,0.9871141779296361,1.0,1.0,1.0
Config1,3.0,4.0,4.0,0.6,0.9,0.9988927039149031,0.9937952639036527,0.9854449056901973,1.0,1.0,1.0
Config1,3.0,4.0,4.0,0.8,0.6,0.9997233237220647,0.9976632865323023,0.9940367611052076,1.0,1.0,1.0
Config1,3.0,4.0,4.0,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0
Config1,3.0,4.0,4.0,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0
Config1,3.0,4.0,5.0,0.4,0.6,0.9825110568256027,0.8891548396831622,0.7795424972950665,1.0,1.0,1.0
Config1,3.0,4.0,5.0,0.4,0.8,0.9970740009141186,0.9779310853978773,0.9519615064798003,1.0,1.0,1.0
Config1,3.0,4.0,5.0,0.4,0.9,0.9974147250956943,0.9819355666804207,0.9616785183509611,1.0,1.0,1.0
Config1,3.0,4.0,5.0,0.6,0.6,0.9882322794522806,0.9221630823493937,0.8348484528733194,1.0,1.0,1.0
Config1,3.0,4.0,5.0,0.6,0.8,0.9976585696130224,0.9854871369409033,0.9658571539807702,1.0,1.0,1.0
Config1,3.0,4.0,5.0,0.6,0.9,0.9980426875206392,0.9863793210783157,0.967975481465095,1.0,1.0,1.0
